Category	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
A5SS	ENSBTAG00000007435	NOLC1	chr26	+	22826272	22826495	22826272	22826414	22827146	22827257
A5SS	ENSBTAG00000044055	THSD7B	chr2	-	59562778	59562903	59562781	59562903	59540455	59540594
A5SS	ENSBTAG00000031737	TMEM102	chr19	+	27112267	27112956	27112267	27112407	27113043	27114980
A5SS	ENSBTAG00000007456	TAZ	chrX	+	37465725	37465867	37465725	37465834	37465963	37466119
A5SS	ENSBTAG00000007456	TAZ	chrX	+	37465725	37465867	37465725	37465834	37467282	37467343
A5SS	ENSBTAG00000021957	LTBP2	chr10	-	85793791	85794160	85793878	85794160	85792382	85792532
A5SS	ENSBTAG00000021957	LTBP2	chr10	-	85819920	85820156	85819940	85820156	85818413	85818453
A5SS	ENSBTAG00000015352	MTMR4	chr19	-	9450449	9451453	9450674	9451453	9450051	9450338
A5SS	ENSBTAG00000004284	UFD1	chr17	-	72706310	72707000	72706952	72707000	72705704	72705786
A5SS	ENSBTAG00000021993	SPDEF	chr23	-	8596030	8596237	8596039	8596237	8594061	8594208
A5SS	ENSBTAG00000009431	SLC25A44	chr3	-	14591454	14592327	14592202	14592327	14586894	14587539
A5SS	ENSBTAG00000010871	NA	chr7	+	51714423	51714599	51714423	51714572	51715283	51715448
A5SS	ENSBTAG00000012990	PUS1	chr17	-	45171973	45173082	45172510	45173082	45169035	45169173
A5SS	ENSBTAG00000010113	ZBTB24	chr9	+	40680701	40681399	40680701	40680885	40681555	40682542
A5SS	ENSBTAG00000010113	ZBTB24	chr9	+	40680701	40681399	40680701	40680885	40684968	40685136
A5SS	ENSBTAG00000010113	ZBTB24	chr9	+	40680701	40682542	40680701	40680885	40684968	40685136
A5SS	ENSBTAG00000010113	ZBTB24	chr9	+	40680701	40682542	40680701	40681399	40684968	40685136
A5SS	ENSBTAG00000045905	PCDH15	chr26	+	4843501	4843566	4843501	4843545	4844734	4844832
A5SS	ENSBTAG00000045905	PCDH15	chr26	+	5325602	5325827	5325602	5325821	5340040	5340157
A5SS	ENSBTAG00000045905	PCDH15	chr26	+	5453889	5454017	5453889	5454011	5492943	5493159
A5SS	ENSBTAG00000045905	PCDH15	chr26	+	5541110	5541263	5541110	5541228	5564407	5564478
A5SS	ENSBTAG00000007865	GNPDA1	chr7	-	53068555	53068741	53068566	53068741	53066434	53067895
A5SS	ENSBTAG00000012361	ARHGEF11	chr3	+	13918656	13919055	13918656	13919019	13920607	13920703
A5SS	ENSBTAG00000037821	NA	chr22	+	52694736	52695091	52694736	52694917	52695408	52695565
A5SS	ENSBTAG00000007102	GTSE1	chr5	+	116612063	116612662	116612063	116612126	116620946	116621117
A5SS	ENSBTAG00000020525	SEC31A	chr6	-	97669705	97670047	97669750	97670047	97662871	97662930
A5SS	ENSBTAG00000020525	SEC31A	chr6	-	97669705	97670047	97669750	97670047	97664459	97664498
A5SS	ENSBTAG00000000125	SPATA5	chr17	-	34746706	34747076	34746881	34747076	34740574	34740696
A5SS	ENSBTAG00000003947	SSBP4	chr7	-	4742860	4742896	4742868	4742896	4742705	4742760
A5SS	ENSBTAG00000005780	LDB1	chr26	-	22781123	22781178	22781129	22781178	22780181	22780412
A5SS	ENSBTAG00000001842	GSTM3	chr3	+	33652465	33653064	33652465	33652600	33653643	33653708
A5SS	ENSBTAG00000001842	GSTM3	chr3	+	33652465	33653064	33652465	33652600	33654560	33654661
A5SS	ENSBTAG00000020387	MARF1	chr25	-	14076115	14076799	14076649	14076799	14073894	14074121
A5SS	ENSBTAG00000020387	MARF1	chr25	-	14076115	14076799	14076649	14076799	14075193	14075368
A5SS	ENSBTAG00000014762	ISG20	chr21	+	19607425	19608257	19607425	19607710	19623090	19623291
A5SS	ENSBTAG00000015710	CD3E	chr15	+	29004370	29004846	29004370	29004625	29006943	29006961
A5SS	ENSBTAG00000023032	SFTPA1	chr28	-	35648908	35650079	35649914	35650079	35645846	35647279
A5SS	ENSBTAG00000023032	SFTPA1	chr28	-	35648908	35650079	35649914	35650079	35648538	35648658
A5SS	ENSBTAG00000002103	PLCG2	chr18	+	8438617	8438775	8438617	8438769	8443681	8443784
A5SS	ENSBTAG00000008376	SMRP1	chr8	-	75752632	75752867	75752637	75752867	75751376	75751463
A5SS	ENSBTAG00000008376	SMRP1	chr8	-	75752632	75753534	75753077	75753534	75751376	75751463
A5SS	ENSBTAG00000015183	TPCN2	chr29	+	46386704	46387613	46386704	46386769	46387988	46388166
A5SS	ENSBTAG00000015183	TPCN2	chr29	+	46398664	46399001	46398664	46398746	46403042	46403162
A5SS	ENSBTAG00000030839	PWWP3A	chr7	+	43791938	43792631	43791938	43792355	43793506	43793608
A5SS	ENSBTAG00000012644	UROD	chr3	-	101036665	101037592	101037453	101037592	101035152	101035290
A5SS	ENSBTAG00000012644	UROD	chr3	-	101036665	101037592	101037453	101037592	101035912	101036110
A5SS	ENSBTAG00000012644	UROD	chr3	-	101036665	101037592	101037453	101037592	101036326	101036389
A5SS	ENSBTAG00000012644	UROD	chr3	-	101036665	101037592	101037453	101037592	101036464	101036544
A5SS	ENSBTAG00000007117	CTC1	chr19	-	27865454	27865663	27865460	27865663	27860942	27861233
A5SS	ENSBTAG00000007117	CTC1	chr19	-	27865454	27865663	27865460	27865663	27863302	27863447
A5SS	ENSBTAG00000020238	RIMS1	chr9	+	11355919	11356145	11355919	11356133	11448246	11448587
A5SS	ENSBTAG00000020238	RIMS1	chr9	+	11515066	11515134	11515066	11515095	11515727	11515838
A5SS	ENSBTAG00000019972	TEPSIN	chr19	+	51488066	51488559	51488066	51488134	51489373	51489577
A5SS	ENSBTAG00000019972	TEPSIN	chr19	+	51488286	51488559	51488286	51488365	51489373	51489577
A5SS	ENSBTAG00000004653	ADGRA3	chr6	-	42042552	42042728	42042572	42042728	42031895	42031913
A5SS	ENSBTAG00000005057	FAM204A	chr26	-	38604971	38605087	38604999	38605087	38604562	38604662
A5SS	ENSBTAG00000006619	MATK	chr7	+	20195607	20196488	20195607	20195718	20196865	20196979
A5SS	ENSBTAG00000048511	NA	chr18	+	53132123	53132378	53132123	53132252	53134822	53135038
A5SS	ENSBTAG00000009439	EDRF1	chr26	+	45281277	45281520	45281277	45281431	45285093	45285245
A5SS	ENSBTAG00000039813	NA	chr21	+	34751186	34751334	34751186	34751317	34752714	34752876
A5SS	ENSBTAG00000004356	ROBO4	chr29	-	28361589	28361800	28361614	28361800	28358970	28359107
A5SS	ENSBTAG00000008958	NSMAF	chr14	-	24775639	24775748	24775688	24775748	24771380	24771448
A5SS	ENSBTAG00000008958	NSMAF	chr14	-	24779821	24779945	24779825	24779945	24778947	24779079
A5SS	ENSBTAG00000008958	NSMAF	chr14	-	24806603	24806681	24806613	24806681	24799750	24799801
A5SS	ENSBTAG00000011772	PPP1R12B	chr16	-	80149454	80149583	80149478	80149583	80144834	80144885
A5SS	ENSBTAG00000011772	PPP1R12B	chr16	-	80244082	80244353	80244091	80244353	80237715	80237916
A5SS	ENSBTAG00000011772	PPP1R12B	chr16	-	80244082	80244353	80244115	80244353	80237715	80237916
A5SS	ENSBTAG00000011772	PPP1R12B	chr16	-	80244082	80244353	80244168	80244353	80237715	80237916
A5SS	ENSBTAG00000011772	PPP1R12B	chr16	-	80244091	80244353	80244115	80244353	80237715	80237916
A5SS	ENSBTAG00000011772	PPP1R12B	chr16	-	80244091	80244353	80244168	80244353	80237715	80237916
A5SS	ENSBTAG00000011772	PPP1R12B	chr16	-	80244115	80244353	80244168	80244353	80237715	80237916
A5SS	ENSBTAG00000004949	FDXACB1	chr15	-	22227231	22228068	22227846	22228068	22226178	22226382
A5SS	ENSBTAG00000005534	ENO3	chr19	-	26440935	26441144	26440946	26441144	26440809	26440842
A5SS	ENSBTAG00000005534	ENO3	chr19	-	26440935	26441144	26441010	26441144	26440809	26440842
A5SS	ENSBTAG00000005534	ENO3	chr19	-	26440946	26441144	26441010	26441144	26440809	26440842
A5SS	ENSBTAG00000010361	DLL4	chr10	+	36465127	36465413	36465127	36465397	36466726	36466990
A5SS	ENSBTAG00000047268	WT1	chr15	-	63121634	63121727	63121643	63121727	63118864	63118986
A5SS	ENSBTAG00000048839	UTS2	chr16	+	45527406	45527552	45527406	45527514	45530245	45530359
A5SS	ENSBTAG00000022489	NA	chr19	-	52132040	52132209	52132046	52132209	52130540	52130632
A5SS	ENSBTAG00000022489	NA	chr19	-	52157032	52157190	52157044	52157190	52155689	52155835
A5SS	ENSBTAG00000022489	NA	chr19	-	52200651	52200849	52200675	52200849	52197343	52197566
A5SS	ENSBTAG00000002596	VSTM1	chr18	-	61702199	61702420	61702327	61702420	61702014	61702052
A5SS	ENSBTAG00000004995	C1GALT1	chr4	+	15276631	15277438	15276631	15276888	15308679	15308916
A5SS	ENSBTAG00000004995	C1GALT1	chr4	+	15276631	15277438	15276631	15276888	15312571	15313239
A5SS	ENSBTAG00000018729	SPEN	chr16	-	51650296	51650423	51650322	51650423	51639235	51644525
A5SS	ENSBTAG00000017799	PITPNB	chr17	-	67312895	67312996	67312904	67312996	67311679	67311738
A5SS	ENSBTAG00000001326	SLC44A5	chr3	+	69569834	69569985	69569834	69569938	69572410	69572481
A5SS	ENSBTAG00000015981	ETV1	chr4	-	22116685	22116754	22116697	22116754	22115065	22115134
A5SS	ENSBTAG00000004991	ELP1	chr8	-	98490143	98490266	98490206	98490266	98487895	98488009
A5SS	ENSBTAG00000004991	ELP1	chr8	-	98490179	98490276	98490206	98490276	98487895	98488009
A5SS	ENSBTAG00000004991	ELP1	chr8	-	98500425	98500627	98500429	98500627	98497576	98497638
A5SS	ENSBTAG00000014081	NBAS	chr11	+	83002722	83002767	83002722	83002764	83002807	83002857
A5SS	ENSBTAG00000014081	NBAS	chr11	+	83077088	83077202	83077088	83077193	83077526	83077650
A5SS	ENSBTAG00000014081	NBAS	chr11	+	83147387	83147590	83147387	83147554	83149840	83149930
A5SS	ENSBTAG00000014081	NBAS	chr11	+	83188057	83188196	83188057	83188190	83194558	83194687
A5SS	ENSBTAG00000012197	AP5Z1	chr25	-	39207114	39207833	39207656	39207833	39197886	39198024
A5SS	ENSBTAG00000018970	XPO5	chr23	-	17075360	17075407	17075366	17075407	17074440	17074616
A5SS	ENSBTAG00000018970	XPO5	chr23	-	17088455	17088555	17088461	17088555	17087150	17087332
A5SS	ENSBTAG00000018970	XPO5	chr23	-	17109865	17110048	17109868	17110048	17106948	17107134
A5SS	ENSBTAG00000018970	XPO5	chr23	-	17109865	17110048	17109868	17110048	17107637	17107664
A5SS	ENSBTAG00000017215	WDR76	chr21	+	55436456	55436867	55436456	55436558	55437677	55438088
A5SS	ENSBTAG00000018430	GSAP	chr4	+	43815425	43815534	43815425	43815528	43826015	43826092
A5SS	ENSBTAG00000018430	GSAP	chr4	+	43862987	43863084	43862987	43863080	43863207	43863418
A5SS	ENSBTAG00000021637	POLR3C	chr3	-	21524718	21524836	21524755	21524836	21523908	21523969
A5SS	ENSBTAG00000008739	SAMD11	chr16	-	51529813	51529976	51529889	51529976	51528416	51528495
A5SS	ENSBTAG00000018258	SRSF2	chr19	+	55044157	55045592	55044157	55044468	55046108	55047192
A5SS	ENSBTAG00000000526	TOPBP1	chr1	+	135753513	135754448	135753513	135753698	135756415	135756550
A5SS	ENSBTAG00000008963	CIT	chr17	+	55668436	55668610	55668436	55668607	55669700	55669754
A5SS	ENSBTAG00000007948	SORCS1	chr26	-	27558104	27558257	27558110	27558257	27558058	27558071
A5SS	ENSBTAG00000007948	SORCS1	chr26	-	27590319	27590432	27590325	27590432	27585306	27585438
A5SS	ENSBTAG00000009574	ARFGAP2	chr15	-	77066466	77066601	77066533	77066601	77065465	77065592
A5SS	ENSBTAG00000030608	NA	chr11	+	98883624	98883690	98883624	98883686	98886159	98886305
A5SS	ENSBTAG00000053448	NA	chr2	+	120013535	120013652	120013535	120013646	120013764	120013880
A5SS	ENSBTAG00000010146	PLXNB3	chrX	+	36986583	36986757	36986583	36986751	36987205	36987334
A5SS	ENSBTAG00000010146	PLXNB3	chrX	+	36988641	36988813	36988641	36988756	36988850	36988986
A5SS	ENSBTAG00000010146	PLXNB3	chrX	+	36989934	36990086	36989934	36990053	36990281	36990324
A5SS	ENSBTAG00000010146	PLXNB3	chrX	+	36992144	36992306	36992144	36992303	36992393	36992545
A5SS	ENSBTAG00000010146	PLXNB3	chrX	+	36992878	36993108	36992878	36993102	36993247	36993426
A5SS	ENSBTAG00000010146	PLXNB3	chrX	+	36994550	36994640	36994550	36994595	36994885	36995064
A5SS	ENSBTAG00000002407	TDRD5	chr16	+	60877946	60878105	60877946	60878088	60882275	60882436
A5SS	ENSBTAG00000012456	HEPACAM2	chr4	-	10551486	10551616	10551490	10551616	10551246	10551284
A5SS	ENSBTAG00000003777	TIE1	chr3	-	102698139	102698210	102698146	102698210	102696942	102696983
A5SS	ENSBTAG00000015666	NA	chr4	-	32477886	32478048	32477890	32478048	32475426	32475573
A5SS	ENSBTAG00000015666	NA	chr4	-	32518992	32519168	32518996	32519168	32507333	32507384
A5SS	ENSBTAG00000004877	TRAIP	chr22	+	50415591	50416060	50415591	50415640	50416165	50416216
A5SS	ENSBTAG00000033515	NA	chr23	+	4135996	4136083	4135996	4136074	4138413	4138497
A5SS	ENSBTAG00000011394	FAM214B	chr8	-	59365010	59366370	59366226	59366370	59364811	59364870
A5SS	ENSBTAG00000007453	NELFE	chr23	+	27412160	27412255	27412160	27412235	27412579	27412899
A5SS	ENSBTAG00000010236	CIDEB	chr10	+	20863022	20864189	20863022	20863167	20864421	20864612
A5SS	ENSBTAG00000038797	NA	chr18	+	62972961	62973318	62972961	62973282	62974321	62974443
A5SS	ENSBTAG00000018647	SLC2A11	chr17	+	71282891	71283303	71282891	71283079	71283762	71283864
A5SS	ENSBTAG00000009872	SPHK2	chr18	+	55266862	55267481	55266862	55266886	55268199	55268668
A5SS	ENSBTAG00000009872	SPHK2	chr18	+	55266862	55267481	55266862	55266886	55269464	55269614
A5SS	ENSBTAG00000031252	CD82	chr15	+	74684375	74684721	74684375	74684500	74694446	74694548
A5SS	ENSBTAG00000013413	CCDC51	chr22	+	51422932	51423864	51422932	51423682	51424036	51424115
A5SS	ENSBTAG00000013413	CCDC51	chr22	+	51422932	51423864	51422932	51423682	51429832	51430137
A5SS	ENSBTAG00000013413	CCDC51	chr22	+	51422932	51423864	51422932	51423682	51431296	51431461
A5SS	ENSBTAG00000002721	TUT4	chr3	+	93925494	93925942	93925494	93925638	93929609	93929768
A5SS	ENSBTAG00000002693	KANSL2	chr5	+	31110443	31110697	31110443	31110595	31116331	31116451
A5SS	ENSBTAG00000013611	SCLT1	chr17	+	28792697	28792838	28792697	28792820	28805266	28805337
A5SS	ENSBTAG00000007002	IDUA	chr6	-	117377245	117377593	117377507	117377593	117376875	117376971
A5SS	ENSBTAG00000034189	ADH1C	chr6	+	25285258	25285276	25285258	25285267	25286008	25286110
A5SS	ENSBTAG00000034189	ADH1C	chr6	+	25298547	25298686	25298547	25298683	25299406	25299545
A5SS	ENSBTAG00000002287	CHD9	chr18	+	21765273	21765546	21765273	21765498	21766280	21766449
A5SS	ENSBTAG00000005015	SFXN3	chr26	+	21865848	21866023	21865848	21866019	21866317	21866416
A5SS	ENSBTAG00000005015	SFXN3	chr26	+	21865848	21866023	21865848	21866019	21866321	21866416
A5SS	ENSBTAG00000018437	SMC5	chr8	+	46465535	46465697	46465535	46465679	46466504	46466576
A5SS	ENSBTAG00000018437	SMC5	chr8	+	46492157	46492413	46492157	46492359	46494099	46494254
A5SS	ENSBTAG00000018437	SMC5	chr8	+	46514649	46514772	46514649	46514751	46521034	46521160
A5SS	ENSBTAG00000024162	SLC19A1	chr1	-	145322716	145322834	145322774	145322834	145320550	145320768
A5SS	ENSBTAG00000024162	SLC19A1	chr1	-	145322716	145322834	145322774	145322834	145322096	145322210
A5SS	ENSBTAG00000016804	LYST	chr28	-	8454343	8454595	8454417	8454595	8450955	8451186
A5SS	ENSBTAG00000022813	TMEM150B	chr18	+	62159119	62159591	62159119	62159562	62159895	62160026
A5SS	ENSBTAG00000022813	TMEM150B	chr18	+	62159119	62159591	62159119	62159562	62160369	62160445
A5SS	ENSBTAG00000022813	TMEM150B	chr18	+	62159119	62160026	62159119	62159562	62160369	62160445
A5SS	ENSBTAG00000022813	TMEM150B	chr18	+	62159119	62160026	62159119	62159591	62160369	62160445
A5SS	ENSBTAG00000022813	TMEM150B	chr18	+	62159119	62159591	62159119	62159562	62161536	62161596
A5SS	ENSBTAG00000022813	TMEM150B	chr18	+	62159119	62160026	62159119	62159562	62161536	62161596
A5SS	ENSBTAG00000022813	TMEM150B	chr18	+	62159119	62160026	62159119	62159591	62161536	62161596
A5SS	ENSBTAG00000022813	TMEM150B	chr18	+	62159119	62159591	62159119	62159562	62161896	62162024
A5SS	ENSBTAG00000022813	TMEM150B	chr18	+	62159119	62160026	62159119	62159562	62161896	62162024
A5SS	ENSBTAG00000022813	TMEM150B	chr18	+	62159119	62160026	62159119	62159591	62161896	62162024
A5SS	ENSBTAG00000022813	TMEM150B	chr18	+	62159119	62160026	62159119	62159562	62163887	62164071
A5SS	ENSBTAG00000005871	MECOM	chr1	+	98316754	98316869	98316754	98316842	98329107	98329274
A5SS	ENSBTAG00000025589	CDKAL1	chr23	-	37443875	37444814	37444739	37444814	37436355	37436530
A5SS	ENSBTAG00000013928	WFDC2	chr13	+	74364644	74364797	74364644	74364796	74367826	74367977
A5SS	ENSBTAG00000000571	ARHGAP27	chr19	-	45044941	45045236	45045113	45045236	45044408	45044543
A5SS	ENSBTAG00000000571	ARHGAP27	chr19	-	45044941	45045236	45045113	45045236	45044674	45044752
A5SS	ENSBTAG00000007620	INTS11	chr16	+	51203524	51203890	51203524	51203753	51208802	51208941
A5SS	ENSBTAG00000016533	FOXP1	chr22	+	30594646	30594826	30594646	30594784	30601255	30601409
A5SS	ENSBTAG00000003733	TM4SF5	chr19	-	26577201	26577385	26577205	26577385	26576897	26577119
A5SS	ENSBTAG00000011215	ACTN4	chr18	+	48451728	48451821	48451728	48451815	48452631	48452719
A5SS	ENSBTAG00000011215	ACTN4	chr18	+	48473055	48473244	48473055	48473202	48475084	48475243
A5SS	ENSBTAG00000011215	ACTN4	chr18	+	48473055	48473259	48473055	48473202	48475084	48475243
A5SS	ENSBTAG00000011215	ACTN4	chr18	+	48473055	48473259	48473055	48473244	48475084	48475243
A5SS	ENSBTAG00000012647	ERBB4	chr2	-	99269226	99269382	99269241	99269382	99266399	99266475
A5SS	ENSBTAG00000012647	ERBB4	chr2	-	99545920	99546120	99545923	99546120	99530904	99531037
A5SS	ENSBTAG00000012647	ERBB4	chr2	-	99627988	99628123	99627997	99628123	99591511	99591577
A5SS	ENSBTAG00000010546	LIN54	chr6	-	97814258	97815165	97815013	97815165	97795402	97795526
A5SS	ENSBTAG00000010546	LIN54	chr6	-	97814258	97815165	97815013	97815165	97799365	97800078
A5SS	ENSBTAG00000010546	LIN54	chr6	-	97814258	97815165	97815013	97815165	97813898	97813940
A5SS	ENSBTAG00000006870	RASGEF1A	chr28	-	13595586	13595853	13595750	13595853	13594761	13594953
A5SS	ENSBTAG00000008937	CELF2	chr13	-	12888376	12888508	12888388	12888508	12875331	12875502
A5SS	ENSBTAG00000008937	CELF2	chr13	-	12888376	12888508	12888388	12888508	12883330	12883510
A5SS	ENSBTAG00000008937	CELF2	chr13	-	12888376	12888508	12888388	12888508	12883330	12883528
A5SS	ENSBTAG00000008449	DNAH14	chr16	+	28178900	28179245	28178900	28179131	28188766	28189108
A5SS	ENSBTAG00000008449	DNAH14	chr16	+	28327545	28327737	28327545	28327716	28329582	28329764
A5SS	ENSBTAG00000026673	KPNA5	chr9	-	33917027	33917129	33917042	33917129	33916817	33916917
A5SS	ENSBTAG00000020378	DLG1	chr1	-	71547401	71547475	71547405	71547475	71534584	71534664
A5SS	ENSBTAG00000020378	DLG1	chr1	-	71634996	71635071	71635017	71635071	71616678	71616803
A5SS	ENSBTAG00000008719	PRKCD	chr22	-	47756754	47756854	47756760	47756854	47756476	47756574
A5SS	ENSBTAG00000003060	NTRK1	chr3	-	13977116	13977275	13977128	13977275	13976681	13976812
A5SS	ENSBTAG00000014046	BPI	chr13	+	67179155	67179363	67179155	67179317	67182552	67182616
A5SS	ENSBTAG00000033214	TBC1D19	chr6	+	46050339	46050416	46050339	46050412	46051365	46051411
A5SS	ENSBTAG00000033214	TBC1D19	chr6	+	46050339	46050416	46050339	46050412	46058140	46058216
A5SS	ENSBTAG00000020404	FTCD	chr1	-	145860629	145861634	145861505	145861634	145860372	145860552
A5SS	ENSBTAG00000016204	C1RL	chr5	+	103274900	103275180	103274900	103275160	103279093	103279280
A5SS	ENSBTAG00000016204	C1RL	chr5	+	103274900	103275180	103274900	103275160	103280835	103280961
A5SS	ENSBTAG00000046193	NA	chr23	+	4255746	4256036	4255746	4255893	4256543	4256744
A5SS	ENSBTAG00000007236	PCM1	chr27	-	19266980	19267056	19266986	19267056	19266386	19266643
A5SS	ENSBTAG00000007236	PCM1	chr27	-	19274721	19274952	19274754	19274952	19270018	19270154
A5SS	ENSBTAG00000007236	PCM1	chr27	-	19274754	19274952	19274763	19274952	19270415	19270478
A5SS	ENSBTAG00000007236	PCM1	chr27	-	19319285	19319487	19319372	19319487	19317987	19318161
A5SS	ENSBTAG00000007236	PCM1	chr27	-	19326592	19326694	19326604	19326694	19323851	19323952
A5SS	ENSBTAG00000021039	HNRNPM	chr7	+	17077062	17077254	17077062	17077101	17077853	17078007
A5SS	ENSBTAG00000021039	HNRNPM	chr7	+	17077062	17077254	17077062	17077101	17082078	17082139
A5SS	ENSBTAG00000008003	SMG7	chr16	+	64592431	64592858	64592431	64592720	64594678	64594823
A5SS	ENSBTAG00000008003	SMG7	chr16	+	64592431	64592858	64592431	64592720	64596541	64596913
A5SS	ENSBTAG00000006748	DMXL1	chr7	-	34708633	34710319	34708639	34710319	34707281	34707389
A5SS	ENSBTAG00000006748	DMXL1	chr7	-	34738668	34738801	34738736	34738801	34729829	34730008
A5SS	ENSBTAG00000000042	PYCR1	chr19	+	50957968	50958911	50957968	50958599	50959670	50959850
A5SS	ENSBTAG00000027453	RNF4	chr6	-	116201623	116201713	116201633	116201713	116193070	116193218
A5SS	ENSBTAG00000008465	ACCS	chr15	+	74183219	74183447	74183219	74183279	74185802	74185873
A5SS	ENSBTAG00000008465	ACCS	chr15	+	74183219	74183447	74183219	74183279	74187062	74187132
A5SS	ENSBTAG00000002995	GMPPA	chr2	+	107435530	107435902	107435530	107435623	107436166	107436451
A5SS	ENSBTAG00000013175	GARRE1	chr18	+	44723273	44724562	44723273	44723516	44749240	44749450
A5SS	ENSBTAG00000000843	NDRG2	chr10	+	26085551	26085623	26085551	26085599	26086043	26086095
A5SS	ENSBTAG00000021972	DNAH5	chr20	+	59365140	59365364	59365140	59365346	59368543	59368742
A5SS	ENSBTAG00000021972	DNAH5	chr20	+	59399632	59399864	59399632	59399846	59401251	59401366
A5SS	ENSBTAG00000004237	BTC	chr6	-	89688579	89688726	89688602	89688726	89686464	89686575
A5SS	ENSBTAG00000017222	CTNND2	chr20	+	61883321	61883516	61883321	61883462	61899060	61899382
A5SS	ENSBTAG00000017222	CTNND2	chr20	+	61883321	61883516	61883321	61883462	61899126	61899382
A5SS	ENSBTAG00000020133	PPP3CC	chr8	+	69789129	69789291	69789129	69789254	69803422	69803568
A5SS	ENSBTAG00000002002	ATAD2	chr14	+	16503298	16503434	16503298	16503430	16507417	16507606
A5SS	ENSBTAG00000002002	ATAD2	chr14	+	16510502	16510652	16510502	16510646	16511963	16512341
A5SS	ENSBTAG00000001821	PRRC2C	chr16	+	39072832	39072955	39072832	39072940	39074253	39074472
